,Title,abstractText,meshMajor,pmid,meshid,meshroot,A,B,C,D,E,F,G,H,I,J,L,M,N,Z
26043,"'Essentially it's just a lot of bedrooms': architectural design, prescribed personalisation and the construction of care homes for later life.","This article draws on ethnographic data from a UK Economic and Social Research Council (ESRC) funded study called 'Buildings in the Making'. The project aims to open up the black box of architectural work to explore what happens between the commissioning of architectural projects through to the construction of buildings, and seeks to understand how ideas about care for later life are operationalised into designs. Drawing on recent scholarship on 'materialities of care' and 'practising architectures', which emphasise the salience of material objects for understanding the politics and practices of care, we focus here on 'beds'. References to 'beds' were ubiquitous throughout our data, and we analyse their varied uses and imaginaries as a 'way in' to understanding the embedded nature of architectural work. Four themes emerged: 'commissioning architectures and the commodification of beds'; 'adjusting architectures and socio-spatial inequalities of beds'; 'prescribing architectures and person-centred care beds'; and 'phenomenological architectures and inhabiting beds'. We offer the concept prescribed personalisation to capture how practising architectures come to reconcile the multiple tensions of commodification and the codification of person centred care, in ways that might mitigate phenomenological and serendipitous qualities of life and living in care settings during later life.","['Aged', 'Beds', 'Facility Design and Construction', 'Homes for the Aged', 'Humans', 'Patient-Centered Care', 'United Kingdom']",29701241,"[['M01.060.116.100'], ['E07.325.220'], ['J01.086.339', 'N02.278.200'], ['J03.775.462', 'N02.278.825.462'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['N04.590.233.727.407'], ['Z01.542.363']]","['Named Groups [M]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Technology, Industry, and Agriculture [J]', 'Health Care [N]', 'Organisms [B]', 'Geographicals [Z]']",0,1,0,0,1,0,0,0,0,1,0,1,1,1
5756,Association of systemic-onset juvenile idiopathic arthritis and celiac disease - a case report.,"INTRODUCTION: In a 28-year period, 5508 patients were followed at our Paediatric Rheumatology Division and 712 (13%) patients had juvenile idiopathic arthritis (JIA) (ILAR criteria). One (0.14%) of them had association with celiac disease (CD), with predominance of gastrointestinal manifestations and this case was described herein.CASE REPORT: A 10-years-old female patient was hospitalized with persistent fever, weight loss, asthenia, anorexia and an evanescent pink macular rash. After one week, she presented arthritis of left knee and ankle with duration of 75 days. The initial laboratory exams revealed anemia and elevation of inflammatory markers. Immunological tests were positive for anti-endomysial antibodies IgA and anti-thyroglobulin antibody. The diagnosis of systemic JIA was established and indomethacin (2.0 mg/kg/day) was started with improvement of arthritis. The patient evolved with vomiting, diarrhea and abdominal pain and upper gastrointestinal barium study showed areas of small bowel dilatation and thickening of folds, suggestive of malabsorption syndrome. Colonoscopy was normal and small intestinal biopsy was compatible with CD.DISCUSSION: We reported a case of a rare association of early diagnosis of systemic JIA occurring simultaneously with CD. This study reinforces the importance of taking into account the possible association of organ-specific autoimmune diseases during JIA course.","['Arthritis, Juvenile', 'Celiac Disease', 'Child', 'Female', 'Humans']",22472933,"[['C05.550.114.122', 'C05.799.056', 'C17.300.775.049', 'C20.111.198'], ['C06.405.469.637.250', 'C18.452.603.250'], ['M01.060.406'], ['B01.050.150.900.649.313.988.400.112.400.400']]","['Diseases [C]', 'Named Groups [M]', 'Organisms [B]']",0,1,1,0,0,0,0,0,0,0,0,1,0,0
3800,A pilot study of patient-specific cardiovascular MDCT dose maps and their utility in estimating patient-specific organ and effective doses in obese patients.,"BACKGROUND: Estimates of effective dose (E) for cardiovascular CT are obtained from a scanner-provided dose metric, the dose-length product (DLP), and a conversion factor. These estimates may not adequately represent the risk of a specific scan to obese adults.OBJECTIVE: Our objective was to create dose maps sensitive to patient size and anatomy in the irradiated region from a patient's own CT images and compare measured E (EDoseMap) to doses determined from standard DLP conversion (EDLP) in obese adults.METHODS: 21 obese patients (mean body mass index, 39 kg/m(2)) underwent CT of the pulmonary veins, thoracic aorta, or coronary arteries. DLP values were converted to E. A Monte Carlo tool was used to simulate X-ray photon interaction with virtual phantoms created from each patient's image set. Organ doses were determined from dose maps. EDoseMap was computed as a weighted sum of organ doses multiplied by tissue-weighting factors.RESULTS: EDLP (mean ± SD, 5.7 ± 3.3 mSv) was larger than EDoseMap (3.4 ± 2.4 mSv) (difference = 2.3; P < .001).CONCLUSION: Dose maps derived from patient CT images yielded lower effective doses than DLP conversion methods. Considering over all patient size, organ size, and tissue composition could lead to better dose metrics for obese patients.","['Aorta, Thoracic', 'Aortography', 'Body Mass Index', 'Cardiovascular Diseases', 'Computed Tomography Angiography', 'Coronary Angiography', 'Coronary Vessels', 'Humans', 'Monte Carlo Method', 'Multidetector Computed Tomography', 'Obesity', 'Patient-Specific Modeling', 'Phantoms, Imaging', 'Phlebography', 'Pilot Projects', 'Predictive Value of Tests', 'Pulmonary Veins', 'Radiation Dosage', 'Retrospective Studies']",26853972,"[['A07.015.114.056.372'], ['E01.370.350.700.060.070', 'E01.370.370.050.070'], ['E01.370.600.115.100.125', 'E05.041.124.125', 'G07.100.100.125', 'N06.850.505.200.100.175'], ['C14'], ['E01.370.350.350.810.335', 'E01.370.350.567.250', 'E01.370.350.600.350.700.810.335', 'E01.370.350.700.700.810.335', 'E01.370.350.700.810.810.568', 'E01.370.350.825.810.810.499'], ['E01.370.350.130.625', 'E01.370.350.700.060.200', 'E01.370.370.050.200', 'E01.370.370.380.200'], ['A07.015.114.269', 'A07.015.908.194'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['E05.318.740.525', 'L01.906.394.422', 'N05.715.360.750.540', 'N06.850.520.830.525'], ['E01.370.350.350.810.800.500', 'E01.370.350.600.350.700.810.800.500', 'E01.370.350.700.700.810.800.500', 'E01.370.350.700.810.810.800.249', 'E01.370.350.825.810.810.800.249'], ['C18.654.726.500', 'C23.888.144.699.500', 'E01.370.600.115.100.160.120.699.500', 'G07.100.100.160.120.699.500'], ['E05.599.395.821', 'L01.224.160.750'], ['E07.671'], ['E01.370.350.700.060.600', 'E01.370.370.050.600'], ['E05.318.372.750', 'E05.337.737', 'N05.715.360.330.720', 'N06.850.520.450.720'], ['E05.318.370.800.650', 'N05.715.360.325.700.640', 'N06.850.520.445.800.650'], ['A07.015.908.713'], ['E05.799.513', 'G01.750.740', 'N06.850.810.250'], ['E05.318.372.500.500.500', 'E05.318.372.500.750.750', 'N05.715.360.330.500.500.500', 'N05.715.360.330.500.750.825', 'N06.850.520.450.500.500.500', 'N06.850.520.450.500.750.825']]","['Anatomy [A]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Phenomena and Processes [G]', 'Health Care [N]', 'Diseases [C]', 'Organisms [B]', 'Information Science [L]']",1,1,1,0,1,0,1,0,0,0,1,0,1,0
1837,Abnormal conformation and impaired degradation of propylthiouracil-induced neutrophil extracellular traps: implications of disordered neutrophil extracellular traps in a rat model of myeloperoxidase antineutrophil cytoplasmic antibody-associated vasculitis.,"OBJECTIVE: Neutrophil extracellular traps (NETs) are composed of DNA and antimicrobial proteins, including myeloperoxidase (MPO). Recent studies have demonstrated that impaired regulation of NETs could trigger an autoimmune response. Propylthiouracil (PTU), an antithyroid drug, is associated with a risk of MPO antineutrophil cytoplasmic antibody (ANCA) production and MPO ANCA-associated vasculitis (MPO AAV). This study was undertaken to clarify the mechanism of MPO ANCA production, using the PTU-induced model of MPO AAV.METHODS: NETs were induced by treating human neutrophils with phorbol myristate acetate (PMA) in vitro. We examined whether the addition of PTU influenced the NET formation induced by PMA and the degradation of NETs by DNase I, which is regarded as a regulator of NETs. Furthermore, we examined whether NETs generated by the combination of PMA and PTU induced MPO ANCA and MPO AAV in vivo in rats.RESULTS: When NETs were induced by PMA with PTU using human neutrophils in vitro, abnormal conformation of NETs was observed. Interestingly, the abnormal NETs were hardly digested by DNase I. Moreover, rats immunized with the abnormal NETs, which had been induced by PMA with PTU using rat neutrophils, produced MPO ANCA and developed pulmonary capillaritis. When rats were given oral PTU with intraperitoneal injection of PMA, pauci-immune glomerulonephritis and pulmonary capillaritis occurred with MPO ANCA production in the serum.CONCLUSION: Our findings indicate that abnormal conformation and impaired degradation of NETs induced by PTU are involved in the pathogenesis of PTU-induced MPO ANCA production and MPO AAV. These findings suggest that disordered NETs can be critically implicated in the pathogenesis of MPO AAV.","['Animals', 'Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis', 'Antimetabolites', 'Carcinogens', 'DNA', 'Deoxyribonuclease I', 'Disease Models, Animal', 'Humans', 'Neutrophils', 'Nucleic Acid Conformation', 'Peroxidase', 'Propylthiouracil', 'Rats', 'Rats, Inbred WKY', 'Tetradecanoylphorbol Acetate', 'alpha-Defensins']",22777766,"[['B01.050'], ['C14.907.940.897.249', 'C20.111.193'], ['D27.505.519.186', 'D27.888.569.042'], ['D27.888.569.100'], ['D13.444.308'], ['D08.811.277.352.335.350.250'], ['C22.232', 'E05.598.500', 'E05.599.395.080'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['A11.118.637.415.583', 'A11.627.340.583', 'A11.733.689', 'A15.145.229.637.415.583', 'A15.382.490.315.583', 'A15.382.680.689'], ['G02.111.570.820.486', 'G05.360.580'], ['D08.811.682.732.700'], ['D03.383.742.698.875.842.708'], ['B01.050.150.900.649.313.992.635.505.700'], ['B01.050.050.199.520.760.390', 'B01.050.150.900.649.313.992.635.505.700.400.390'], ['D02.455.849.291.500.510.850'], ['D12.644.050.200.050', 'D12.776.543.695.054.200.050']]","['Organisms [B]', 'Diseases [C]', 'Chemicals and Drugs [D]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Anatomy [A]', 'Phenomena and Processes [G]']",1,1,1,1,1,0,1,0,0,0,0,0,0,0
15445,The effects of increasing consonant/vowel intensity ratio on speech loudness.,"It was hypothesized that speech loudness may be primarily determined by the level of the vowel and that, as a consequence, high positive consonant/vowel intensity ratios (C/V ratios) could be tolerated by hearing-impaired listeners with possible improvement in intelligibility. The present study was concerned with the effects of high C/V ratios on the loudness of speech as a necessary first step prior to more detailed studies of loudness tolerance and intelligibility. Recordings of four CVC monosyllables were digitized and one of the consonants in each word was selected for amplification relative to a constant vowel level. For each word a set of seven tokens was prepared representing a range of C/V ratios from approximately -20 dB to 9 dB. The loudness of each token was obtained through a loudness matching task involving a standard word presented at 90 dB SPL. In addition, sets of nonspeech stimuli were created to approximate the C/V ratios represented in two of the monosyllables. Loudness of nonspeech tokens was obtained using the same loudness matching paradigm. It was found that high C/V ratios had no appreciable effect on speech loudness. (The nonspeech stimuli gave similar results, however, so it was not possible to conclude that speech was unique in that respect.) The findings in general are encouraging for the further study of the influence of C/V ratio on intelligibility and the eventual incorporation of C/V processing into digital hearing aids.","['Adult', 'Deafness', 'Hearing Aids', 'Hearing Loss, High-Frequency', 'Hearing Loss, Noise-Induced', 'Humans', 'Loudness Perception', 'Microcomputers', 'Phonetics', 'Software', 'Speech Acoustics', 'Speech Perception']",3430381,"[['M01.060.116'], ['C09.218.458.341.186', 'C10.597.751.418.341.186', 'C23.888.592.763.393.341.186'], ['E07.305.906.500', 'E07.814.458'], ['C09.218.458.341.812', 'C10.597.751.418.341.812', 'C23.888.592.763.393.341.812'], ['C09.218.458.341.887.460', 'C10.597.751.418.341.887.460', 'C23.888.592.763.393.341.887.460'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['F02.463.593.071.576', 'G07.888.125.576'], ['L01.224.230.260.550'], ['L01.559.598.518'], ['L01.224.900'], ['G11.561.812.650', 'G11.561.820'], ['F02.463.593.071.875', 'G07.888.125.875']]","['Named Groups [M]', 'Diseases [C]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Organisms [B]', 'Psychiatry and Psychology [F]', 'Phenomena and Processes [G]', 'Information Science [L]']",0,1,1,0,1,1,1,0,0,0,1,1,0,0
9693,Determination of buildup and dilution of wastewater effluent in shellfish growing waters through a modified application of super-position.,"Since 1925, dilution analysis has been used to minimize pathogenic impacts to bivalve molluscan shellfish growing areas from treated wastewater effluent in the National Shellfish Sanitation Program (NSSP). For over twenty five years, the U.S. Food and Drug Administration (FDA) has recommended a minimum of 1000:1 dilution of effluent within prohibited closure zones established around wastewater treatment plant (WWTP) discharges. During May 2010, using recent technologies, a hydrographic dye study was conducted in conjunction with a pathogen bioaccumulation study in shellfish adjacent to a WWTP discharge in Yarmouth, ME. For the first time an improved method of the super-position principle was used to determine the buildup of dye tagged sewage effluent and steady state dilution in tidal waters. Results of the improved method of dilution analysis illustrate an economical, reliable and more accurate and manageable approach for estimating the buildup and steady state pollutant conditions in coastal and estuarine waters.","['Animals', 'Bivalvia', 'Environmental Monitoring', 'Sewage', 'Shellfish', 'Waste Disposal, Fluid', 'Waste Water']",27956013,"[['B01.050'], ['B01.050.500.644.080'], ['N06.850.460.350.080', 'N06.850.780.375'], ['D20.944.932.500'], ['G07.203.300.600.875.700', 'J02.500.600.875.700'], ['N06.850.780.200.800.800.890', 'N06.850.860.510.900.600.900'], ['D20.944.932', 'N06.850.460.710.865']]","['Organisms [B]', 'Health Care [N]', 'Chemicals and Drugs [D]', 'Phenomena and Processes [G]', 'Technology, Industry, and Agriculture [J]']",0,1,0,1,0,0,1,0,0,1,0,0,1,0
34685,When minutes count--the fallacy of accurate time documentation during in-hospital resuscitation.,"UNLABELLED: The purpose of this study is to examine the commonly held assumption that time is measured and documented accurately during resuscitation from cardiac arrest in the hospital.METHODS: A two-pronged approach was used to evaluate the accuracy of time documentation and measurement. First, two existing databases-the National Registry of Cardiopulmonary Resuscitation (NRCPR) and a 240-bed hospital's repository of cardiac arrest records-were evaluated for completeness and accuracy of documentation on resuscitation records of times required for calculating the Utstein gold-standard process intervals-recognition of pulselessness to starting cardiopulmonary resuscitation (CPR), delivery of first defibrillation shock, successful intubation, and epinephrine (adrenaline) administration. Second, nurses from a 900-bed hospital were interviewed to determine timepieces used during resuscitations, and timepieces were assessed for coherence and precision.RESULTS: : From the NRCPR database that included 10,689 pulseless cardiac arrests submitted by 176 hospitals, time data for calculating the Utstein intervals were missing for 10.9% of the interventions; negative intervals were calculated for 4%. From 232 consecutive resuscitation records from the 240-bed hospital, 85 records were identified from non-monitored units with staff who provided only CPR. Defibrillation, intubation and epinephrine administration were delayed until after arrival of advanced life support (ALS) responders; unlikely intervals of 0 min from event recognition to these ALS interventions were calculated for 11.5%. Sixty-seven nurses from the 900-bed hospital were interviewed; when documenting information during resuscitations, 21 (31.3%) reported using only patient room clocks, 30 (44.8%) only their watches, and 16 (23.9%) several timepieces. In all in-patient units in the same hospital, 241 timepieces (nurses' and physicians' watches, clocks in patient rooms, defibrillator clocks, central station monitors, and nursing station clocks) were compared to atomic time. The mean absolute time difference from atomic clock was 2.83 min (S.D. +/-5.9 min), median 1.88 min, and range 52.1 min slow to 72.85 min fast. There was no difference among timepieces (P = 0.35).CONCLUSIONS: Missing time data, negative calculated Utstein gold-standard process intervals, unlikely intervals of 0 min from arrest recognition to ALS interventions in units with CPR providers only, use of multiple timepieces for recording time data during the same event, and wide variation in coherence and precision of timepieces bring into question the ability to use time intervals to evaluate resuscitation practice in the hospital. Practitioners, researchers and manufacturers of resuscitation equipment must come together to create a method to collect and document accurately essential resuscitation time elements. Our ability to enhance the resuscitation process and improve patient outcomes requires that this be done.","['Documentation', 'Hospitalization', 'Humans', 'Resuscitation', 'Time Factors']",15919564,"[['L01.453.245'], ['E02.760.400', 'N02.421.585.400'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['E02.365.647'], ['G01.910.857']]","['Information Science [L]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Health Care [N]', 'Organisms [B]', 'Phenomena and Processes [G]']",0,1,0,0,1,0,1,0,0,0,1,0,1,0
27822,Paediatric cycloplegia: a new approach.,"BACKGROUND: Cycloplegia is a traumatic experience for most children, as guttae cyclopentolate stings on instillation into the conjunctival sac. This may result in inadequate cycloplegia, difficulty in further examination and a child who is scared of both the doctor and the ophthalmology department. Guttae proxymetacaine hydrochloride 0.5% (Ophthaine, Proparacaine) is a topical local anaesthetic that does not sting on instillation.METHODS: Eighty-eight consecutive children in the paediatric clinic were assessed. The response of the patient to previous use of cyclopentolate alone was assessed by the parents of the child using a grading scheme. The use of proxymetacaine prior to instillation of cyclopentolate was then assessed using the same grading system.RESULTS: Seventy per cent of the children who received cyclopentolate alone were assessed to have cried and been unhappy. Ninety-one per cent of the children who received cyclopentolate after proxymetacaine were assessed to have shown no adverse reaction to the cycloplegia and remained happy.CONCLUSION: This study shows that use of proxymetacaine prior to cyclopentolate results in atraumatic cycloplegia in children. This can confer multiple benefits on the doctor-patient relationship.","['Anesthetics, Local', 'Attitude to Health', 'Child', 'Child, Preschool', 'Cyclopentolate', 'Female', 'Humans', 'Infant', 'Male', 'Mydriatics', 'Ophthalmic Solutions', 'Propoxycaine', 'Prospective Studies', 'Retrospective Studies', 'Stress, Psychological']",9537142,"[['D27.505.696.277.100.200', 'D27.505.696.663.850.025', 'D27.505.954.427.210.100.200'], ['F01.100.150', 'N05.300.150'], ['M01.060.406'], ['M01.060.406.448'], ['D02.241.223.601.200'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['M01.060.703'], ['D27.505.696.663.050.500'], ['D26.776.708.645', 'D27.505.954.578.645', 'D27.720.752.608'], ['D02.241.223.100.050.500.937', 'D02.241.223.100.300.350.687', 'D02.241.511.390.350.687', 'D02.455.426.559.389.127.020.937.937', 'D02.455.426.559.389.127.281.350.687'], ['E05.318.372.500.750.625', 'N05.715.360.330.500.750.650', 'N06.850.520.450.500.750.650'], ['E05.318.372.500.500.500', 'E05.318.372.500.750.750', 'N05.715.360.330.500.500.500', 'N05.715.360.330.500.750.825', 'N06.850.520.450.500.500.500', 'N06.850.520.450.500.750.825'], ['F01.145.126.990', 'F02.830.900']]","['Chemicals and Drugs [D]', 'Psychiatry and Psychology [F]', 'Health Care [N]', 'Named Groups [M]', 'Organisms [B]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]']",0,1,0,1,1,1,0,0,0,0,0,1,1,0
8336,Small intestinal epithelial brush border enzymatic changes in suckling mice infected with reovirus type 3.,"Suckling mice infected with reovirus type 3 were examined for changes in the epithelial brush border of the small intestine. After 3 days of infection with reovirus type 3, no significant changes were found in intestinal morphology or activity of any enzymes tested. After 6 days, villi were shortened and blunted with lymphangiectatic lesions and mild mononuclear infiltration in the lamina propria. In addition, there was a significant decrease in lactase (P < 0.001) and enterokinase activity (P < 0.05). However, there were no significant changes in the activities of alkaline phosphatase. In contrast, maltase (P < 0.001) and leucine aminopeptidase (P < 0.05) activities in the infected mice were significantly increased. These data suggest that brush border enzymes are affected differently by reovirus infection.","['Alkaline Phosphatase', 'Animals', 'Animals, Suckling', 'Intestines', 'Leucyl Aminopeptidase', 'Mammalian orthoreovirus 3', 'Mice', 'Microvilli', 'Reoviridae Infections', 'alpha-Glucosidases', 'beta-Galactosidase']",6250121,"[['D08.811.277.352.650.035'], ['B01.050'], ['B01.050.050.293'], ['A03.556.124'], ['D08.811.277.656.350.100.511', 'D08.811.277.656.350.555.700', 'D08.811.277.656.675.555.700'], ['B04.820.223.719.590.550.700'], ['B01.050.150.900.649.313.992.635.505.500'], ['A11.284.180.565'], ['C01.925.782.791'], ['D08.811.277.450.420.050'], ['D08.811.277.450.410.100']]","['Chemicals and Drugs [D]', 'Organisms [B]', 'Anatomy [A]', 'Diseases [C]']",1,1,1,1,0,0,0,0,0,0,0,0,0,0
3247,áII Spectrin Forms a Periodic Cytoskeleton at the Axon Initial Segment and Is Required for Nervous System Function.,"Spectrins form a submembranous cytoskeleton proposed to confer strength and flexibility to neurons and to participate in ion channel clustering at axon initial segments (AIS) and nodes of Ranvier. Neuronal spectrin cytoskeletons consist of diverse â subunits and áII spectrin. Although áII spectrin is found in neurons in both axonal and somatodendritic domains, using proteomics, biochemistry, and superresolution microscopy, we show that áII and âIV spectrin interact and form a periodic AIS cytoskeleton. To determine the role of spectrins in the nervous system, we generated Sptan1f/f mice for deletion of CNS áII spectrin. We analyzed áII spectrin-deficient mice of both sexes and found that loss of áII spectrin causes profound reductions in all â spectrins. áII spectrin-deficient mice die before 1 month of age and have disrupted AIS and many other neurological impairments including seizures, disrupted cortical lamination, and widespread neurodegeneration. These results demonstrate the importance of the spectrin cytoskeleton both at the AIS and throughout the nervous system.SIGNIFICANCE STATEMENT Spectrin cytoskeletons play diverse roles in neurons, including assembly of excitable domains such as the axon initial segment (AIS) and nodes of Ranvier. However, the molecular composition and structure of these cytoskeletons remain poorly understood. Here, we show that áII spectrin partners with âIV spectrin to form a periodic cytoskeleton at the AIS. Using a new áII spectrin conditional knock-out mouse, we show that áII spectrin is required for AIS assembly, neuronal excitability, cortical lamination, and to protect against neurodegeneration. These results demonstrate the broad importance of spectrin cytoskeletons for nervous system function and development and have important implications for nervous system injuries and diseases because disruption of the spectrin cytoskeleton is a common molecular pathology.","['Action Potentials', 'Animals', 'Axons', 'COS Cells', 'Cells, Cultured', 'Chlorocebus aethiops', 'Cytoskeleton', 'Gene Deletion', 'Hippocampus', 'Mice', 'Mice, Inbred C57BL', ""Ranvier's Nodes"", 'Spectrin']",29038240,"[['G04.580.100', 'G07.265.675.100', 'G11.561.570.100'], ['B01.050'], ['A08.675.542.145', 'A11.284.180.075', 'A11.671.137', 'A11.671.501.145'], ['A11.251.210.172.500', 'A11.329.228.220'], ['A11.251'], ['B01.050.150.900.649.313.988.400.112.199.120.126.110'], ['A11.284.430.214.190.750'], ['G05.365.590.762.320', 'G05.558.800.320'], ['A08.186.211.180.405', 'A08.186.211.200.885.287.500.345'], ['B01.050.150.900.649.313.992.635.505.500'], ['B01.050.050.199.520.520.420', 'B01.050.150.900.649.313.992.635.505.500.400.420'], ['A08.637.800.500.700', 'A08.675.542.512.560.700', 'A08.800.800.690.500.700', 'A10.755.503.700', 'A11.284.149.165.760', 'A11.650.800.500.700', 'A11.671.501.512.560.700', 'A11.671.514.553.640'], ['D12.776.220.980', 'D12.776.543.850']]","['Phenomena and Processes [G]', 'Organisms [B]', 'Anatomy [A]', 'Chemicals and Drugs [D]']",1,1,0,1,0,0,1,0,0,0,0,0,0,0
44321,Mutagenesis and Laue structures of enzyme intermediates: isocitrate dehydrogenase.,Site-directed mutagenesis and Laue diffraction data to 2.5 A resolution were used to solve the structures of two sequential intermediates formed during the catalytic actions of isocitrate dehydrogenase. Both intermediates are distinct from the enzyme-substrate and enzyme-product complexes. Mutation of key catalytic residues changed the rate determining steps so that protein and substrate intermediates within the overall reaction pathway could be visualized.,"['Binding Sites', 'Catalysis', 'Computer Graphics', 'Crystallography, X-Ray', 'Isocitrate Dehydrogenase', 'Isocitrates', 'Kinetics', 'Mutagenesis, Site-Directed', 'NADP', 'Protein Conformation']",7761851,"[['G02.111.570.120'], ['G02.130'], ['L01.224.108', 'L01.296.110'], ['E05.196.309.742.225'], ['D08.811.682.047.820.475'], ['D02.241.081.901.434.498'], ['G01.374.661', 'G02.111.490'], ['E05.393.420.601.575'], ['D03.633.100.759.646.138.749', 'D08.211.625', 'D13.695.667.138.749', 'D13.695.827.068.749'], ['G02.111.570.820.709']]","['Phenomena and Processes [G]', 'Information Science [L]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Chemicals and Drugs [D]']",0,0,0,1,1,0,1,0,0,0,1,0,0,0
14123,Inhaled corticosteroids in chronic obstructive pulmonary disease: new trials and old practices.,"The practice of using inhaled steroids (ICS) in chronic obstructive pulmonary disease (COPD) is common but controversial. Four large randomized controlled trials provide an objective assessment of this practice. An examination of the design of these studies is useful to explaining some of the differences between their results but may also help to appropriately integrate the findings of these studies into clinical practice. All studies agree that the early introduction of the inhaled corticosteroids (ICS) does not appear to affect the rate of decline in FEV1. Thus, the routine prescription of these agents to asymptomatic patients with well-preserved lung function is not indicated. However, more selective use of ICS in patients with moderately severe disease (FEV1 < 50% predicted) may produce clinical benefit as measured by an increase in FEV1, reduced symptoms and fewer exacerbations. The effectiveness of ICS in patients with severe disease (FEV < 800 mL, or chronic respiratory failure) has not been studied due to practical difficulties of enrolling and maintaining such patients in clinical trials. Similarly patients with evidence of chronic bronchitis and emphysema who demonstrate high degrees of reversibility (>10% predicted FEV1) are usually excluded from both COPD and asthma trials, and the effectiveness of ICS in this population is also not known. Neither responsiveness to a single dose of beta(2)-agonist nor to a 14-day trial of systemic steroids has been shown to be a reliable predictor of response to ICS. For individual patients with moderate or severe symptomatic COPD, an 8-week therapeutic trial with ICS may be needed to assess clinical benefit.","['Budesonide', 'Forced Expiratory Volume', 'Glucocorticoids', 'Humans', 'Pulmonary Disease, Chronic Obstructive', 'Randomized Controlled Trials as Topic', 'Spirometry', 'Treatment Outcome']",12737679,"[['D04.210.500.745.745.654.105'], ['E01.370.386.700.660.230', 'G09.772.650.430'], ['D06.472.040.543', 'D27.505.696.399.472.488'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['C08.381.495.389'], ['E05.318.372.250.250.365.500', 'N05.715.360.330.250.250.365.500', 'N06.850.520.450.250.250.365.500'], ['E01.370.386.700.750'], ['E01.789.800', 'N04.761.559.590.800', 'N05.715.360.575.575.800']]","['Chemicals and Drugs [D]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Phenomena and Processes [G]', 'Organisms [B]', 'Diseases [C]', 'Health Care [N]']",0,1,1,1,1,0,1,0,0,0,0,0,1,0
46111,[Morbidity and mortality of poisonings in hospitalized patients in the German Democratic Republic].,"In evaluation of the hospital statistics a survey is given on the kinds of intoxication and their frequency, age distribution and lethality. It is elaborated the necessity of the concentration of patients with intoxications, in order to decrease the lethality. An organisation model for the GDR is designed and the author adopts a definite attitude to th establishment of intoxication centres.","['Age Factors', 'Germany, East', 'Hospitalization', 'Humans', 'Poisoning']",1224723,"[['N05.715.350.075', 'N06.850.490.250'], ['Z01.586.338'], ['E02.760.400', 'N02.421.585.400'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['C25.723']]","['Health Care [N]', 'Geographicals [Z]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Organisms [B]', 'Diseases [C]']",0,1,1,0,1,0,0,0,0,0,0,0,1,1
46218,[Solar urticaria. Study of 20 cases].,"INTRODUCTION: Solar urticaria is an infrequent disorder, but is probably underdiagnosed. It is characterized by the sudden appearance of weals in areas that are not usually photoexposed after exposure to the sun or to artificial sources of visible or ultraviolet light. Few cases have been published in literature, so the information available about this disorder and its natural evolution is limited.MATERIAL AND METHODS: We have compiled data from 20 patients diagnosed with solar urticaria in our department in the last 12 years (1990-2002) in order to try to obtain information about the characteristics of this condition.RESULTS: As the most relevant characteristics of our series, we can mention the fact that 60 % of the patients were women, and the average duration of the condition before consulting a dermatologist was 3 years. In 55 % of the patients, areas that are usually photoexposed, such as the face and hands, were less severely affected (due to acclimatization or hardening). The spectra responsible for the SU were visible light, UVA and UVB, in that order. With regard to treatment, we obtained a partial response with antihistamines and photoprotectors, and good results using progressive desensitization with UVA/sunlight.CONCLUSION: Solar urticaria is probably an underdiagnosed condition in our milieu. There are few series in literature that provide any information about the most significant characteristics of this disorder. We have compiled the most relevant data from our patients and we have compared it with the other published series in an attempt to learn more about this photodermatosis.","['Adult', 'Female', 'Humans', 'Male', 'Middle Aged', 'Sunlight', 'Urticaria']",16476328,"[['M01.060.116'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['M01.060.116.630'], ['G01.358.500.505.650.836', 'G01.750.250.650.836', 'G01.750.770.578.836', 'G16.500.275.063.725.525', 'G16.500.750.775.525', 'N06.230.300.100.725.525'], ['C17.800.862.945', 'C20.543.480.904']]","['Named Groups [M]', 'Organisms [B]', 'Phenomena and Processes [G]', 'Health Care [N]', 'Diseases [C]']",0,1,1,0,0,0,1,0,0,0,0,1,1,0
